,uniqueID,site,plot,quad,date,ind,buds,flrs,fruits,herb,melt_date
1357,LVTR1 PNA QNA #35,LVTR1,NA,NA,7/1/18,35,16,0,NA,0,6/1/18
1358,LVTR1 PNA QNA #35,LVTR1,NA,NA,7/10/18,35,28,7,0,0,6/1/18
1534,LVTR2 PNA QNA #39,LVTR2,NA,NA,7/27/18,39,NA,NA,10,2,6/1/18
1360,LVTR1 PNA QNA #35,LVTR1,NA,NA,7/27/18,35,NA,NA,NA,NA,6/1/18
1361,LVTR1 PNA QNA #35,LVTR1,NA,NA,8/5/18,35,8,4,9,0,6/1/18
1362,LVTR1 PNA QNA #35,LVTR1,NA,NA,8/27/18,35,NA,NA,NA,NA,6/1/18
1363,LVTR1 PNA QNA #36,LVTR1,NA,NA,7/1/18,36,16,0,NA,0,6/1/18
1540,LVTR2 PNA QNA #40,LVTR2,NA,NA,7/27/18,40,6,4,9,2,6/1/18
1365,LVTR1 PNA QNA #36,LVTR1,NA,NA,7/18/18,36,34,1,0,0,6/1/18
1366,LVTR1 PNA QNA #36,LVTR1,NA,NA,7/27/18,36,NA,NA,NA,NA,6/1/18
1367,LVTR1 PNA QNA #36,LVTR1,NA,NA,8/5/18,36,0,2,18,0,6/1/18
1368,LVTR1 PNA QNA #36,LVTR1,NA,NA,8/27/18,36,NA,NA,NA,NA,6/1/18
1369,LVTR1 PNA QNA #37,LVTR1,NA,NA,7/1/18,37,13,0,NA,0,6/1/18
1370,LVTR1 PNA QNA #37,LVTR1,NA,NA,7/10/18,37,38,1,0,0,6/1/18
1371,LVTR1 PNA QNA #37,LVTR1,NA,NA,7/18/18,37,45,4,1,0,6/1/18
1372,LVTR1 PNA QNA #37,LVTR1,NA,NA,7/27/18,37,NA,NA,NA,NA,6/1/18
1373,LVTR1 PNA QNA #37,LVTR1,NA,NA,8/5/18,37,NA,NA,NA,0,6/1/18
1374,LVTR1 PNA QNA #37,LVTR1,NA,NA,8/27/18,37,NA,NA,NA,NA,6/1/18
1375,LVTR1 PNA QNA #38,LVTR1,NA,NA,7/1/18,38,NA,NA,NA,0,6/1/18
1376,LVTR1 PNA QNA #38,LVTR1,NA,NA,7/10/18,38,NA,NA,NA,0,6/1/18
1377,LVTR1 PNA QNA #38,LVTR1,NA,NA,7/18/18,38,NA,NA,NA,0,6/1/18
1378,LVTR1 PNA QNA #38,LVTR1,NA,NA,7/27/18,38,NA,NA,NA,NA,6/1/18
1564,LVTR2 PNA QNA #44,LVTR2,NA,NA,7/27/18,44,NA,NA,NA,2,6/1/18
1380,LVTR1 PNA QNA #38,LVTR1,NA,NA,8/27/18,38,NA,NA,NA,NA,6/1/18
1381,LVTR1 PNA QNA #39,LVTR1,NA,NA,7/1/18,39,NA,59,NA,0,6/1/18
1382,LVTR1 PNA QNA #39,LVTR1,NA,NA,7/10/18,39,43,15,0,0,6/1/18
1383,LVTR1 PNA QNA #39,LVTR1,NA,NA,7/18/18,39,13,16,38,0,6/1/18
1384,LVTR1 PNA QNA #39,LVTR1,NA,NA,7/27/18,39,NA,NA,NA,NA,6/1/18
1385,LVTR1 PNA QNA #39,LVTR1,NA,NA,8/5/18,39,0,0,32,0,6/1/18
1386,LVTR1 PNA QNA #39,LVTR1,NA,NA,8/27/18,39,NA,NA,NA,NA,6/1/18
1387,LVTR1 PNA QNA #40,LVTR1,NA,NA,7/1/18,40,NA,14,NA,0,6/1/18
1594,LVTR2 PNA QNA #49,LVTR2,NA,NA,7/27/18,49,NA,NA,10,2,6/1/18
1606,LVTR2 PNA QNA #50,LVTR2,NA,NA,7/27/18,50,NA,NA,11,2,6/1/18
1390,LVTR1 PNA QNA #40,LVTR1,NA,NA,7/27/18,40,NA,NA,NA,NA,6/1/18
1391,LVTR1 PNA QNA #40,LVTR1,NA,NA,8/5/18,40,8,6,23,0,6/1/18
1392,LVTR1 PNA QNA #40,LVTR1,NA,NA,8/27/18,40,NA,NA,NA,NA,6/1/18
1393,LVTR1 PNA QNA #41,LVTR1,NA,NA,7/1/18,41,NA,115,27,0,6/1/18
1394,LVTR1 PNA QNA #41,LVTR1,NA,NA,7/10/18,41,95,98,33,0,6/1/18
5,LV1 P1 QNA #1,LV1,1,NA,8/5/18,1,10,0,0,2,6/20/18
1396,LVTR1 PNA QNA #41,LVTR1,NA,NA,7/27/18,41,NA,NA,NA,NA,6/1/18
35,LV1 P1 QNA #19-1,LV1,1,NA,8/5/18,19-1,0,0,5,2,6/20/18
1398,LVTR1 PNA QNA #41,LVTR1,NA,NA,8/27/18,41,NA,NA,NA,NA,6/1/18
1399,LVTR1 PNA QNA #42,LVTR1,NA,NA,7/1/18,42,NA,14,6,0,6/1/18
1400,LVTR1 PNA QNA #42,LVTR1,NA,NA,7/10/18,42,11,16,9,0,6/1/18
1401,LVTR1 PNA QNA #42,LVTR1,NA,NA,7/18/18,42,2,1,20,0,6/1/18
1402,LVTR1 PNA QNA #42,LVTR1,NA,NA,7/27/18,42,NA,NA,NA,NA,6/1/18
1403,LVTR1 PNA QNA #42,LVTR1,NA,NA,8/5/18,42,0,0,19,0,6/1/18
1404,LVTR1 PNA QNA #42,LVTR1,NA,NA,8/27/18,42,NA,NA,NA,NA,6/1/18
1405,LVTR1 PNA QNA #43,LVTR1,NA,NA,7/1/18,43,NA,26,16,0,6/1/18
1406,LVTR1 PNA QNA #43,LVTR1,NA,NA,7/10/18,43,22,35,12,0,6/1/18
1407,LVTR1 PNA QNA #43,LVTR1,NA,NA,7/18/18,43,6,2,29,0,6/1/18
1408,LVTR1 PNA QNA #43,LVTR1,NA,NA,7/27/18,43,NA,NA,NA,NA,6/1/18
1409,LVTR1 PNA QNA #43,LVTR1,NA,NA,8/5/18,43,0,0,25,0,6/1/18
1410,LVTR1 PNA QNA #43,LVTR1,NA,NA,8/27/18,43,NA,NA,NA,NA,6/1/18
1411,LVTR1 PNA QNA #44,LVTR1,NA,NA,7/1/18,44,NA,12,3,0,6/1/18
1412,LVTR1 PNA QNA #44,LVTR1,NA,NA,7/10/18,44,22,10,0,0,6/1/18
1413,LVTR1 PNA QNA #44,LVTR1,NA,NA,7/18/18,44,7,7,6,0,6/1/18
1414,LVTR1 PNA QNA #44,LVTR1,NA,NA,7/27/18,44,NA,NA,NA,NA,6/1/18
1415,LVTR1 PNA QNA #44,LVTR1,NA,NA,8/5/18,44,0,0,12,0,6/1/18
1416,LVTR1 PNA QNA #44,LVTR1,NA,NA,8/27/18,44,NA,NA,NA,NA,6/1/18
1417,LVTR1 PNA QNA #45,LVTR1,NA,NA,7/1/18,45,NA,12,5,0,6/1/18
1418,LVTR1 PNA QNA #45,LVTR1,NA,NA,7/10/18,45,9,11,5,0,6/1/18
1419,LVTR1 PNA QNA #45,LVTR1,NA,NA,7/18/18,45,5,2,11,0,6/1/18
1420,LVTR1 PNA QNA #45,LVTR1,NA,NA,7/27/18,45,NA,NA,NA,NA,6/1/18
1421,LVTR1 PNA QNA #45,LVTR1,NA,NA,8/5/18,45,0,0,11,0,6/1/18
1422,LVTR1 PNA QNA #45,LVTR1,NA,NA,8/27/18,45,NA,NA,NA,NA,6/1/18
1423,LVTR1 PNA QNA #46,LVTR1,NA,NA,7/1/18,46,NA,22,3,0,6/1/18
1424,LVTR1 PNA QNA #46,LVTR1,NA,NA,7/10/18,46,23,21,2,0,6/1/18
1425,LVTR1 PNA QNA #46,LVTR1,NA,NA,7/18/18,46,5,6,20,0,6/1/18
1426,LVTR1 PNA QNA #46,LVTR1,NA,NA,7/27/18,46,NA,NA,NA,NA,6/1/18
1427,LVTR1 PNA QNA #46,LVTR1,NA,NA,8/5/18,46,0,0,18,0,6/1/18
1428,LVTR1 PNA QNA #46,LVTR1,NA,NA,8/27/18,46,NA,NA,NA,NA,6/1/18
1429,LVTR1 PNA QNA #47,LVTR1,NA,NA,7/1/18,47,NA,12,3,0,6/1/18
1430,LVTR1 PNA QNA #47,LVTR1,NA,NA,7/10/18,47,22,13,4,0,6/1/18
1431,LVTR1 PNA QNA #47,LVTR1,NA,NA,7/18/18,47,5,3,13,0,6/1/18
1432,LVTR1 PNA QNA #47,LVTR1,NA,NA,7/27/18,47,NA,NA,NA,NA,6/1/18
71,LV1 P1 QNA #19-2,LV1,1,NA,8/5/18,19-2,20,9,0,2,6/20/18
1434,LVTR1 PNA QNA #47,LVTR1,NA,NA,8/27/18,47,NA,NA,NA,NA,6/1/18
1435,LVTR1 PNA QNA #48,LVTR1,NA,NA,7/1/18,48,NA,9,2,0,6/1/18
1436,LVTR1 PNA QNA #48,LVTR1,NA,NA,7/10/18,48,30,12,3,0,6/1/18
1437,LVTR1 PNA QNA #48,LVTR1,NA,NA,7/18/18,48,4,6,17,0,6/1/18
1438,LVTR1 PNA QNA #48,LVTR1,NA,NA,7/27/18,48,NA,NA,NA,NA,6/1/18
1439,LVTR1 PNA QNA #48,LVTR1,NA,NA,8/5/18,48,0,0,18,0,6/1/18
1440,LVTR1 PNA QNA #48,LVTR1,NA,NA,8/27/18,48,NA,NA,NA,NA,6/1/18
1441,LVTR1 PNA QNA #49,LVTR1,NA,NA,7/1/18,49,NA,5,1,0,6/1/18
137,LV1 P1 QNA #24-1-2,LV1,1,NA,8/5/18,24-1-2,0,0,5,2,6/20/18
143,LV1 P1 QNA #24-1-3,LV1,1,NA,8/5/18,24-1-3,0,0,0,2,6/20/18
1444,LVTR1 PNA QNA #49,LVTR1,NA,NA,7/27/18,49,NA,NA,NA,NA,6/1/18
1445,LVTR1 PNA QNA #49,LVTR1,NA,NA,8/5/18,49,0,0,6,0,6/1/18
1446,LVTR1 PNA QNA #49,LVTR1,NA,NA,8/27/18,49,NA,NA,NA,NA,6/1/18
1447,LVTR1 PNA QNA #50,LVTR1,NA,NA,7/1/18,50,NA,8,1,0,6/1/18
1448,LVTR1 PNA QNA #50,LVTR1,NA,NA,7/10/18,50,7,6,2,0,6/1/18
1449,LVTR1 PNA QNA #50,LVTR1,NA,NA,7/18/18,50,4,3,12,0,6/1/18
1450,LVTR1 PNA QNA #50,LVTR1,NA,NA,7/27/18,50,NA,NA,NA,NA,6/1/18
1451,LVTR1 PNA QNA #50,LVTR1,NA,NA,8/5/18,50,0,0,14,0,6/1/18
1452,LVTR1 PNA QNA #50,LVTR1,NA,NA,8/27/18,50,NA,NA,NA,NA,6/1/18
1453,LVTR2 PNA QNA #26,LVTR2,NA,NA,7/1/18,26,NA,NA,NA,0,6/1/18
1454,LVTR2 PNA QNA #26,LVTR2,NA,NA,7/10/18,26,NA,NA,NA,0,6/1/18
1455,LVTR2 PNA QNA #26,LVTR2,NA,NA,7/18/18,26,NA,NA,NA,0,6/1/18
1456,LVTR2 PNA QNA #26,LVTR2,NA,NA,7/27/18,26,NA,NA,NA,NA,6/1/18
1457,LVTR2 PNA QNA #26,LVTR2,NA,NA,8/5/18,26,NA,NA,NA,0,6/1/18
1458,LVTR2 PNA QNA #26,LVTR2,NA,NA,8/27/18,26,NA,NA,NA,0,6/1/18
1459,LVTR2 PNA QNA #27,LVTR2,NA,NA,7/1/18,27,11,0,0,0,6/1/18
149,LV1 P1 QNA #24-1-4,LV1,1,NA,8/5/18,24-1-4,0,0,0,2,6/20/18
155,LV1 P1 QNA #24-1-5,LV1,1,NA,8/5/18,24-1-5,0,0,0,2,6/20/18
179,LV1 P1 QNA #24-6,LV1,1,NA,8/5/18,24-6,0,0,1,2,6/20/18
197,LV1 P1 QNA #38-2,LV1,1,NA,8/5/18,38-2,0,0,0,2,6/20/18
1464,LVTR2 PNA QNA #27,LVTR2,NA,NA,8/27/18,27,9,7,21,0,6/1/18
1465,LVTR2 PNA QNA #28,LVTR2,NA,NA,7/1/18,28,71,18,0,0,6/1/18
203,LV1 P1 QNA #38-3,LV1,1,NA,8/5/18,38-3,0,0,0,2,6/20/18
209,LV1 P1 QNA #38-4,LV1,1,NA,8/5/18,38-4,0,0,0,2,6/20/18
1468,LVTR2 PNA QNA #28,LVTR2,NA,NA,7/27/18,28,22,14,51,NA,6/1/18
1469,LVTR2 PNA QNA #28,LVTR2,NA,NA,8/5/18,28,24,13,37,0,6/1/18
1470,LVTR2 PNA QNA #28,LVTR2,NA,NA,8/27/18,28,NA,NA,NA,0,6/1/18
1471,LVTR2 PNA QNA #29,LVTR2,NA,NA,7/1/18,29,8,4,0,0,6/1/18
1472,LVTR2 PNA QNA #29,LVTR2,NA,NA,7/10/18,29,7,7,3,0,6/1/18
1473,LVTR2 PNA QNA #29,LVTR2,NA,NA,7/18/18,29,3,2,7,0,6/1/18
317,LV1 P2 QNA #0-12,LV1,2,NA,8/5/18,0-12,13,6,17,2,6/20/18
1475,LVTR2 PNA QNA #29,LVTR2,NA,NA,8/5/18,29,0,0,9,0,6/1/18
1476,LVTR2 PNA QNA #29,LVTR2,NA,NA,8/27/18,29,NA,NA,NA,0,6/1/18
1477,LVTR2 PNA QNA #30,LVTR2,NA,NA,7/1/18,30,50,12,0,0,6/1/18
1478,LVTR2 PNA QNA #30,LVTR2,NA,NA,7/10/18,30,45,23,12,0,6/1/18
1479,LVTR2 PNA QNA #30,LVTR2,NA,NA,7/18/18,30,15,9,44,0,6/1/18
1480,LVTR2 PNA QNA #30,LVTR2,NA,NA,7/27/18,30,NA,NA,36,NA,6/1/18
1481,LVTR2 PNA QNA #30,LVTR2,NA,NA,8/5/18,30,0,0,35,0,6/1/18
1482,LVTR2 PNA QNA #30,LVTR2,NA,NA,8/27/18,30,NA,NA,NA,0,6/1/18
1483,LVTR2 PNA QNA #31,LVTR2,NA,NA,7/1/18,31,22,NA,NA,0,6/1/18
1484,LVTR2 PNA QNA #31,LVTR2,NA,NA,7/10/18,31,34,7,0,0,6/1/18
1485,LVTR2 PNA QNA #31,LVTR2,NA,NA,7/18/18,31,17,16,20,0,6/1/18
341,LV1 P2 QNA #0-4,LV1,2,NA,8/5/18,0-4,0,0,0,2,6/20/18
1487,LVTR2 PNA QNA #31,LVTR2,NA,NA,8/5/18,31,0,0,30,0,6/1/18
1488,LVTR2 PNA QNA #31,LVTR2,NA,NA,8/27/18,31,NA,NA,NA,0,6/1/18
1489,LVTR2 PNA QNA #32,LVTR2,NA,NA,7/1/18,32,NA,NA,NA,0,6/1/18
1490,LVTR2 PNA QNA #32,LVTR2,NA,NA,7/10/18,32,NA,NA,NA,0,6/1/18
1491,LVTR2 PNA QNA #32,LVTR2,NA,NA,7/18/18,32,NA,NA,NA,0,6/1/18
419,LV1 P2 QNA #12-1-2,LV1,2,NA,8/5/18,12/1/02,0,0,0,2,6/20/18
1493,LVTR2 PNA QNA #32,LVTR2,NA,NA,8/5/18,32,NA,NA,NA,0,6/1/18
1494,LVTR2 PNA QNA #32,LVTR2,NA,NA,8/27/18,32,NA,NA,NA,0,6/1/18
1495,LVTR2 PNA QNA #33,LVTR2,NA,NA,7/1/18,33,27,8,3,0,6/1/18
491,LV1 P2 QNA #2-5,LV1,2,NA,8/5/18,5-Feb,7,3,0,2,6/20/18
857,LV2 P2 QNA #53,LV2,2,NA,8/5/18,53,2,0,0,2,5/21/18
863,LV2 P2 QNA #54,LV2,2,NA,8/5/18,54,0,0,14,2,5/21/18
1499,LVTR2 PNA QNA #33,LVTR2,NA,NA,8/5/18,33,0,0,20,0,6/1/18
1500,LVTR2 PNA QNA #33,LVTR2,NA,NA,8/27/18,33,NA,NA,NA,0,6/1/18
1501,LVTR2 PNA QNA #34,LVTR2,NA,NA,7/1/18,34,53,11,NA,0,6/1/18
887,LV2 P2 QNA #58,LV2,2,NA,8/5/18,58,7,2,2,2,5/21/18
917,LV2 P2 QNA #63,LV2,2,NA,8/5/18,63,NA,NA,NA,2,5/21/18
971,LV3 P1 Q2.5 #2-1,LV3,1,2.5,8/5/18,1-Feb,0,0,5,2,5/17/18
977,LV3 P1 Q2.5 #2-3,LV3,1,2.5,8/5/18,3-Feb,0,0,15,2,5/17/18
1506,LVTR2 PNA QNA #34,LVTR2,NA,NA,8/27/18,34,NA,NA,NA,0,6/1/18
1507,LVTR2 PNA QNA #35,LVTR2,NA,NA,7/1/18,35,65,20,NA,0,6/1/18
995,LV3 P1 Q4 #3-1,LV3,1,4,8/5/18,1-Mar,0,0,14,2,5/17/18
1013,LV3 P1 QNA #77,LV3,1,NA,8/5/18,77,0,0,13,2,5/17/18
1019,LV3 P1 QNA #78,LV3,1,NA,8/5/18,78,NA,NA,NA,2,5/17/18
1079,LV3 P1 QNA #88,LV3,1,NA,8/5/18,88,0,0,16,2,5/17/18
1512,LVTR2 PNA QNA #35,LVTR2,NA,NA,8/27/18,35,NA,NA,NA,0,6/1/18
1513,LVTR2 PNA QNA #36,LVTR2,NA,NA,7/1/18,36,68,6,NA,0,6/1/18
1121,LV3 P1 QNA #95,LV3,1,NA,8/5/18,95,0,0,5,2,5/17/18
1515,LVTR2 PNA QNA #36,LVTR2,NA,NA,7/18/18,36,19,25,51,0,6/1/18
1516,LVTR2 PNA QNA #36,LVTR2,NA,NA,7/27/18,36,NA,NA,24,NA,6/1/18
1517,LVTR2 PNA QNA #36,LVTR2,NA,NA,8/5/18,36,0,0,32,0,6/1/18
1518,LVTR2 PNA QNA #36,LVTR2,NA,NA,8/27/18,36,NA,NA,NA,0,6/1/18
1519,LVTR2 PNA QNA #37,LVTR2,NA,NA,7/1/18,37,63,7,NA,0,6/1/18
1241,LV3 P1.5 QNA #66,LV3,1.5,NA,8/5/18,66,0,0,5,2,5/3/18
1521,LVTR2 PNA QNA #37,LVTR2,NA,NA,7/18/18,37,NA,NA,NA,0,6/1/18
1522,LVTR2 PNA QNA #37,LVTR2,NA,NA,7/27/18,37,NA,NA,NA,NA,6/1/18
1523,LVTR2 PNA QNA #37,LVTR2,NA,NA,8/5/18,37,NA,NA,NA,0,6/1/18
1524,LVTR2 PNA QNA #37,LVTR2,NA,NA,8/27/18,37,NA,NA,NA,0,6/1/18
1525,LVTR2 PNA QNA #38,LVTR2,NA,NA,7/1/18,38,35,6,NA,0,6/1/18
1526,LVTR2 PNA QNA #38,LVTR2,NA,NA,7/10/18,38,30,7,0,0,6/1/18
1253,LV3 P1.5 QNA #68,LV3,1.5,NA,8/5/18,68,0,0,9,2,5/3/18
1528,LVTR2 PNA QNA #38,LVTR2,NA,NA,7/27/18,38,NA,NA,22,NA,6/1/18
1397,LVTR1 PNA QNA #41,LVTR1,NA,NA,8/5/18,41,0,0,68,2,6/1/18
1530,LVTR2 PNA QNA #38,LVTR2,NA,NA,8/27/18,38,NA,NA,NA,0,6/1/18
1531,LVTR2 PNA QNA #39,LVTR2,NA,NA,7/1/18,39,75,13,NA,0,6/1/18
1532,LVTR2 PNA QNA #39,LVTR2,NA,NA,7/10/18,39,64,38,18,0,6/1/18
1533,LVTR2 PNA QNA #39,LVTR2,NA,NA,7/18/18,39,18,13,48,0,6/1/18
1433,LVTR1 PNA QNA #47,LVTR1,NA,NA,8/5/18,47,0,0,12,2,6/1/18
1463,LVTR2 PNA QNA #27,LVTR2,NA,NA,8/5/18,27,28,2,3,2,6/1/18
1536,LVTR2 PNA QNA #39,LVTR2,NA,NA,8/27/18,39,NA,NA,NA,0,6/1/18
1537,LVTR2 PNA QNA #40,LVTR2,NA,NA,7/1/18,40,58,14,NA,0,6/1/18
1538,LVTR2 PNA QNA #40,LVTR2,NA,NA,7/10/18,40,52,42,14,0,6/1/18
1539,LVTR2 PNA QNA #40,LVTR2,NA,NA,7/18/18,40,14,16,55,0,6/1/18
1505,LVTR2 PNA QNA #34,LVTR2,NA,NA,8/5/18,34,9,1,26,2,6/1/18
1511,LVTR2 PNA QNA #35,LVTR2,NA,NA,8/5/18,35,3,0,38,2,6/1/18
1542,LVTR2 PNA QNA #40,LVTR2,NA,NA,8/27/18,40,NA,NA,NA,0,6/1/18
1543,LVTR2 PNA QNA #41,LVTR2,NA,NA,7/1/18,41,48,9,NA,0,6/1/18
1544,LVTR2 PNA QNA #41,LVTR2,NA,NA,7/10/18,41,38,26,10,0,6/1/18
1529,LVTR2 PNA QNA #38,LVTR2,NA,NA,8/5/18,38,0,0,27,2,6/1/18
1546,LVTR2 PNA QNA #41,LVTR2,NA,NA,7/27/18,41,NA,NA,28,NA,6/1/18
1547,LVTR2 PNA QNA #41,LVTR2,NA,NA,8/5/18,41,0,0,27,0,6/1/18
1548,LVTR2 PNA QNA #41,LVTR2,NA,NA,8/27/18,41,NA,NA,NA,0,6/1/18
1549,LVTR2 PNA QNA #42,LVTR2,NA,NA,7/1/18,42,25,3,NA,0,6/1/18
1550,LVTR2 PNA QNA #42,LVTR2,NA,NA,7/10/18,42,21,7,5,0,6/1/18
1551,LVTR2 PNA QNA #42,LVTR2,NA,NA,7/18/18,42,NA,NA,NA,0,6/1/18
1552,LVTR2 PNA QNA #42,LVTR2,NA,NA,7/27/18,42,NA,NA,NA,NA,6/1/18
1553,LVTR2 PNA QNA #42,LVTR2,NA,NA,8/5/18,42,NA,NA,NA,0,6/1/18
1554,LVTR2 PNA QNA #42,LVTR2,NA,NA,8/27/18,42,NA,NA,NA,0,6/1/18
1555,LVTR2 PNA QNA #43,LVTR2,NA,NA,7/1/18,43,38,12,NA,0,6/1/18
1556,LVTR2 PNA QNA #43,LVTR2,NA,NA,7/10/18,43,60,27,14,0,6/1/18
1557,LVTR2 PNA QNA #43,LVTR2,NA,NA,7/18/18,43,13,22,42,0,6/1/18
1535,LVTR2 PNA QNA #39,LVTR2,NA,NA,8/5/18,39,0,0,10,2,6/1/18
1541,LVTR2 PNA QNA #40,LVTR2,NA,NA,8/5/18,40,32,4,3,2,6/1/18
1560,LVTR2 PNA QNA #43,LVTR2,NA,NA,8/27/18,43,NA,NA,NA,0,6/1/18
1561,LVTR2 PNA QNA #44,LVTR2,NA,NA,7/1/18,44,87,33,2,0,6/1/18
1562,LVTR2 PNA QNA #44,LVTR2,NA,NA,7/10/18,44,70,45,33,0,6/1/18
1563,LVTR2 PNA QNA #44,LVTR2,NA,NA,7/18/18,44,18,24,52,0,6/1/18
1559,LVTR2 PNA QNA #43,LVTR2,NA,NA,8/5/18,43,0,0,14,2,6/1/18
1565,LVTR2 PNA QNA #44,LVTR2,NA,NA,8/5/18,44,0,0,0,2,6/1/18
1566,LVTR2 PNA QNA #44,LVTR2,NA,NA,8/27/18,44,NA,NA,NA,0,6/1/18
1583,LVTR2 PNA QNA #47,LVTR2,NA,NA,8/5/18,47,0,0,23,2,6/1/18
1568,LVTR2 PNA QNA #45,LVTR2,NA,NA,7/10/18,45,12,5,3,0,6/1/18
1569,LVTR2 PNA QNA #45,LVTR2,NA,NA,7/18/18,45,3,2,15,0,6/1/18
1570,LVTR2 PNA QNA #45,LVTR2,NA,NA,7/27/18,45,NA,NA,NA,NA,6/1/18
1571,LVTR2 PNA QNA #45,LVTR2,NA,NA,8/5/18,45,NA,NA,NA,0,6/1/18
1572,LVTR2 PNA QNA #45,LVTR2,NA,NA,8/27/18,45,NA,NA,NA,0,6/1/18
1573,LVTR2 PNA QNA #46,LVTR2,NA,NA,7/1/18,46,NA,NA,NA,0,6/1/18
1574,LVTR2 PNA QNA #46,LVTR2,NA,NA,7/10/18,46,NA,NA,NA,0,6/1/18
1575,LVTR2 PNA QNA #46,LVTR2,NA,NA,7/18/18,46,NA,NA,NA,0,6/1/18
1576,LVTR2 PNA QNA #46,LVTR2,NA,NA,7/27/18,46,NA,NA,NA,NA,6/1/18
1577,LVTR2 PNA QNA #46,LVTR2,NA,NA,8/5/18,46,NA,NA,NA,0,6/1/18
1578,LVTR2 PNA QNA #46,LVTR2,NA,NA,8/27/18,46,NA,NA,NA,0,6/1/18
1579,LVTR2 PNA QNA #47,LVTR2,NA,NA,7/1/18,47,46,30,4,0,6/1/18
1580,LVTR2 PNA QNA #47,LVTR2,NA,NA,7/10/18,47,28,18,38,0,6/1/18
1581,LVTR2 PNA QNA #47,LVTR2,NA,NA,7/18/18,47,13,3,52,0,6/1/18
1582,LVTR2 PNA QNA #47,LVTR2,NA,NA,7/27/18,47,NA,NA,NA,NA,6/1/18
1589,LVTR2 PNA QNA #48,LVTR2,NA,NA,8/5/18,48,0,0,0,2,6/1/18
1584,LVTR2 PNA QNA #47,LVTR2,NA,NA,8/27/18,47,NA,NA,NA,0,6/1/18
1585,LVTR2 PNA QNA #48,LVTR2,NA,NA,7/1/18,48,63,22,1,0,6/1/18
1586,LVTR2 PNA QNA #48,LVTR2,NA,NA,7/10/18,48,43,41,23,0,6/1/18
1587,LVTR2 PNA QNA #48,LVTR2,NA,NA,7/18/18,48,16,9,58,0,6/1/18
1595,LVTR2 PNA QNA #49,LVTR2,NA,NA,8/5/18,49,0,0,8,2,6/1/18
1607,LVTR2 PNA QNA #50,LVTR2,NA,NA,8/5/18,50,0,0,8,2,6/1/18
1590,LVTR2 PNA QNA #48,LVTR2,NA,NA,8/27/18,48,NA,NA,NA,0,6/1/18
180,LV1 P1 QNA #24-6,LV1,1,NA,8/27/18,24-6,NA,NA,4,2,6/20/18
210,LV1 P1 QNA #38-4,LV1,1,NA,8/27/18,38-4,NA,NA,NA,2,6/20/18
1593,LVTR2 PNA QNA #49,LVTR2,NA,NA,7/18/18,49,16,7,5,0,6/1/18
420,LV1 P2 QNA #12-1-2,LV1,2,NA,8/27/18,12/1/02,NA,NA,NA,2,6/20/18
498,LV1 P2 QNA #20,LV1,2,NA,8/27/18,20,NA,NA,NA,2,6/20/18
1596,LVTR2 PNA QNA #49,LVTR2,NA,NA,8/27/18,49,NA,NA,NA,0,6/1/18
1597,LVTR2 PNA QNA #5,LVTR2,NA,NA,7/1/18,5,11,NA,NA,0,6/1/18
1598,LVTR2 PNA QNA #5,LVTR2,NA,NA,7/10/18,5,10,2,0,0,6/1/18
1599,LVTR2 PNA QNA #5,LVTR2,NA,NA,7/18/18,5,4,2,3,0,6/1/18
1600,LVTR2 PNA QNA #5,LVTR2,NA,NA,7/27/18,5,NA,NA,4,NA,6/1/18
1601,LVTR2 PNA QNA #5,LVTR2,NA,NA,8/5/18,5,0,0,4,0,6/1/18
1602,LVTR2 PNA QNA #5,LVTR2,NA,NA,8/27/18,5,NA,NA,NA,0,6/1/18
1603,LVTR2 PNA QNA #50,LVTR2,NA,NA,7/1/18,50,48,35,2,0,6/1/18
1604,LVTR2 PNA QNA #50,LVTR2,NA,NA,7/10/18,50,26,17,38,0,6/1/18
1605,LVTR2 PNA QNA #50,LVTR2,NA,NA,7/18/18,50,13,4,38,0,6/1/18
594,LV2 P1 QNA #1-4,LV2,1,NA,8/27/18,4-Jan,15,8,13,2,5/29/18
672,LV2 P1 QNA #62,LV2,1,NA,8/27/18,62,NA,NA,NA,2,5/29/18
1608,LVTR2 PNA QNA #50,LVTR2,NA,NA,8/27/18,50,NA,NA,NA,0,6/1/18
1609,LVTR2.5 PNA QNA #10,LVTR2.5,NA,NA,7/1/18,10,NA,NA,NA,0,NA
1610,LVTR2.5 PNA QNA #10,LVTR2.5,NA,NA,7/10/18,10,NA,NA,NA,0,NA
1611,LVTR2.5 PNA QNA #10,LVTR2.5,NA,NA,7/18/18,10,NA,NA,NA,0,NA
1612,LVTR2.5 PNA QNA #10,LVTR2.5,NA,NA,7/27/18,10,NA,NA,NA,NA,NA
1613,LVTR2.5 PNA QNA #10,LVTR2.5,NA,NA,8/5/18,10,NA,NA,NA,0,NA
1614,LVTR2.5 PNA QNA #10,LVTR2.5,NA,NA,8/27/18,10,NA,NA,NA,0,NA
1615,LVTR2.5 PNA QNA #26,LVTR2.5,NA,NA,7/1/18,26,NA,NA,NA,0,NA
1616,LVTR2.5 PNA QNA #26,LVTR2.5,NA,NA,7/10/18,26,NA,NA,NA,0,NA
1617,LVTR2.5 PNA QNA #26,LVTR2.5,NA,NA,7/18/18,26,NA,NA,NA,0,NA
